,G1,G2a,G2b
0,1.9860470000000001,0.089115,0.27576799999999996
1,2.010367,0.108529,0.317931
2,2.025233,0.10072,0.289772
3,1.991409,0.096829,0.282055
4,1.99291,0.092423,0.26448499999999997
5,2.1151240000000002,0.11244200000000001,0.332942
6,2.052693,0.104985,0.295092
7,2.128844,0.10518599999999999,0.30453600000000003
8,2.030896,0.09902999999999999,0.283467
9,2.025824,0.104274,0.29734299999999997
10,2.038728,0.122912,0.34768699999999997
11,2.255348,0.133461,0.434825
12,2.07341,0.113426,0.34308099999999997
13,2.1356889999999997,0.10555,0.321486
14,2.236905,0.12043599999999999,0.37145700000000004
15,1.789955,0.069129,0.227398
16,1.787407,0.062225,0.185256
17,2.071825,0.095051,0.292711
18,2.029827,0.097849,0.28703
19,2.063935,0.11138599999999999,0.341398
20,2.018282,0.087528,0.256709
21,2.001087,0.08758400000000001,0.259573
22,1.950393,0.090932,0.254317
23,1.726204,0.051328,0.140178
24,1.927605,0.085625,0.24329499999999998
25,2.2567049999999997,0.128436,0.42454899999999995
26,2.036299,0.10372100000000001,0.294396
27,1.929698,0.08641,0.24183200000000002
28,1.9311200000000002,0.086127,0.22946999999999998
29,1.74873,0.07544,0.21709099999999998
30,2.082614,0.09099,0.290877
31,1.921886,0.072189,0.199254
32,1.7257930000000001,0.061273,0.176815
33,1.883523,0.07476000000000001,0.23135100000000003
34,1.903299,0.07206,0.216356
35,1.958932,0.070309,0.216335
36,1.693314,0.065463,0.189338
37,1.875427,0.093408,0.272949
38,1.9385729999999999,0.077878,0.236102
39,1.8967880000000001,0.09690800000000001,0.300753
40,1.861229,0.075063,0.20665799999999998
41,1.967057,0.076252,0.246267
42,1.923672,0.09235700000000001,0.266458
43,1.8572490000000001,0.075647,0.232027
44,1.702823,0.061637,0.172756
45,1.93746,0.082589,0.265926
46,1.9991189999999999,0.08215599999999999,0.225093
47,1.943314,0.079963,0.24103200000000002
48,1.92572,0.098088,0.265689
49,1.789447,0.069993,0.217802
50,1.9417900000000001,0.073744,0.22120399999999998
51,1.905041,0.075488,0.202481
52,1.7653619999999999,0.05825,0.159468
53,1.879748,0.072361,0.232859
54,1.944662,0.083754,0.259641
55,2.081539,0.09992100000000001,0.28952100000000003
56,2.075512,0.10718699999999999,0.325816
57,1.8041189999999998,0.064137,0.189103
58,1.631281,0.058603999999999996,0.182531
59,1.8945720000000001,0.066024,0.195979
60,2.026081,0.102306,0.283358
61,2.057525,0.095782,0.291926
62,1.960981,0.080346,0.22732199999999997
63,2.044453,0.084646,0.24557800000000002
64,1.7652759999999998,0.054604,0.172735
65,2.1158099999999997,0.09940800000000001,0.280835
66,1.948564,0.083634,0.258448
67,2.00438,0.10214,0.309994
68,2.037843,0.099066,0.328401
69,2.086684,0.10448099999999999,0.31455900000000003
70,1.84644,0.07039,0.209391
71,1.9428509999999999,0.086145,0.260282
72,2.168863,0.12474500000000001,0.372745
73,2.031526,0.10703800000000001,0.29475999999999997
74,2.036765,0.094329,0.284438
75,1.89247,0.08305599999999999,0.26971799999999996
76,2.077673,0.115245,0.331046
77,2.016923,0.09284099999999999,0.275084
78,1.912354,0.089262,0.256218
79,2.047526,0.096697,0.289321
80,2.1179259999999998,0.116774,0.363241
81,1.832687,0.062622,0.18648499999999998
82,1.62473,0.068992,0.21572800000000003
83,1.5891600000000001,0.053480999999999994,0.163635
84,1.9818759999999997,0.089524,0.254083
85,1.9042310000000002,0.079611,0.224832
86,1.838861,0.087272,0.27971
87,2.088921,0.10065299999999999,0.306433
88,1.883973,0.081606,0.24874699999999997
89,1.8593520000000001,0.065929,0.198163
90,1.748366,0.065328,0.173098
91,1.735223,0.060926999999999995,0.174999
92,1.788023,0.062831,0.188703
93,1.906636,0.073719,0.225582
94,1.7037240000000002,0.060452,0.170972
95,1.9577639999999998,0.072809,0.223638
96,1.911183,0.066986,0.205256
97,1.861016,0.074791,0.207419
98,1.8625900000000002,0.069275,0.20864699999999997
99,1.694769,0.066813,0.18687
100,1.6981830000000002,0.045745999999999995,0.146646
101,1.694649,0.063775,0.182779
102,1.8313439999999999,0.06951,0.20821399999999998
103,1.8477430000000001,0.068606,0.210992
104,2.073077,0.101392,0.281926
105,2.014162,0.091579,0.305126
106,2.098689,0.107181,0.324548
107,1.774173,0.077574,0.237339
108,1.639441,0.063716,0.176198
109,2.018214,0.087904,0.24184
110,1.7325409999999999,0.062898,0.197961
111,1.9201709999999999,0.09376799999999999,0.263349
112,1.7707990000000002,0.060032,0.163697
113,1.8476569999999999,0.07699,0.236898
114,1.9736740000000002,0.09741699999999999,0.289248
115,2.094042,0.105255,0.325392
116,2.0345020000000003,0.086142,0.256685
117,1.962068,0.096349,0.28687199999999996
118,1.731929,0.069494,0.215583
119,1.973039,0.079249,0.23330900000000002
120,1.849144,0.069104,0.22009499999999999
121,1.8220319999999999,0.050568,0.147171
122,2.07084,0.096362,0.29898
123,2.029226,0.098356,0.29431
124,2.0082459999999998,0.083636,0.265071
125,1.869637,0.092833,0.285814
126,2.153326,0.113678,0.308578
127,2.134041,0.11077200000000001,0.341395
