,G1,G2a,G2b
0,1.935715,0.072658,0.225673
1,1.9419099999999998,0.092771,0.265244
2,1.793764,0.091129,0.24376199999999998
3,1.885643,0.070674,0.224793
4,1.998906,0.090117,0.23956599999999997
5,1.724286,0.059797,0.175371
6,1.838457,0.070401,0.211366
7,1.9681819999999999,0.090531,0.274422
8,1.8726209999999999,0.073337,0.254367
9,1.9369580000000002,0.071925,0.20671599999999998
10,1.658122,0.054975,0.159917
11,1.9254950000000002,0.059978,0.163325
12,2.008357,0.07881200000000001,0.241571
13,1.913318,0.080711,0.24389299999999997
14,1.8527209999999998,0.066872,0.202709
15,1.870528,0.064782,0.204529
16,1.7338959999999999,0.059391,0.168322
17,1.6642569999999999,0.077114,0.22419899999999998
18,1.930812,0.070483,0.215667
19,1.960007,0.07527400000000001,0.220511
20,2.071112,0.089214,0.260768
21,2.014773,0.076934,0.232692
22,1.735671,0.069733,0.206148
23,2.039844,0.086769,0.25755500000000003
24,1.888611,0.075417,0.22441599999999998
25,2.0432069999999998,0.07714,0.25954699999999997
26,1.993609,0.07434500000000001,0.21352800000000002
27,1.77226,0.072732,0.23309499999999997
28,1.626365,0.053269000000000004,0.145521
29,1.8476830000000002,0.061827,0.19701
30,1.9226150000000002,0.085496,0.26314
31,1.825231,0.059311,0.152686
32,1.9010099999999999,0.077915,0.229775
33,1.897933,0.07694400000000001,0.22346100000000002
34,1.842868,0.062304,0.196615
35,1.914659,0.06592200000000001,0.19346
36,1.8643040000000002,0.07220499999999999,0.229579
37,1.828713,0.069237,0.207166
38,1.903218,0.075589,0.20858000000000002
39,1.719375,0.061239999999999996,0.191752
40,1.857798,0.087788,0.256277
41,2.026208,0.088776,0.25707800000000003
42,1.775034,0.05964,0.17938199999999999
43,1.960867,0.084994,0.249272
44,1.900245,0.07713099999999999,0.244389
45,1.879162,0.06867899999999999,0.20264000000000001
46,2.065043,0.096782,0.288817
47,2.04457,0.088693,0.271853
48,1.9773479999999999,0.09596299999999999,0.293846
49,1.840641,0.061742,0.182187
50,1.856784,0.053646000000000006,0.166575
51,1.985037,0.098072,0.30551500000000004
52,1.929373,0.075113,0.22764600000000002
53,1.866257,0.06496299999999999,0.180866
54,2.0076549999999997,0.091348,0.264544
55,1.9826560000000002,0.080191,0.22393000000000002
56,1.6357270000000002,0.038391,0.120456
57,1.818125,0.07600599999999999,0.215162
58,1.964635,0.07961599999999999,0.232023
59,2.119399,0.10653699999999999,0.334115
60,1.7886419999999998,0.070701,0.21911
61,1.95845,0.084106,0.250744
62,1.9869569999999999,0.096827,0.277748
63,2.131812,0.114949,0.348528
64,2.0994759999999997,0.12063900000000001,0.319783
65,2.052479,0.09210299999999999,0.28952100000000003
66,2.133876,0.12155999999999999,0.344386
67,1.765913,0.072132,0.182573
68,1.8187419999999999,0.079958,0.23169800000000002
69,1.767886,0.096876,0.26827399999999996
70,1.9186990000000002,0.09339299999999999,0.29536799999999996
71,1.738103,0.069395,0.210457
72,1.953016,0.06515399999999999,0.188896
73,1.785506,0.061759,0.17890899999999998
74,1.933173,0.102925,0.29706
75,1.834334,0.067743,0.217375
76,2.0367580000000003,0.08057,0.23442800000000003
77,1.845941,0.069574,0.203023
78,1.697142,0.057387,0.166152
79,2.017785,0.08179,0.262165
80,1.993643,0.072861,0.24320799999999998
81,2.110632,0.09991599999999999,0.293236
82,1.897945,0.08391,0.23114099999999999
83,1.849386,0.074251,0.225528
84,2.093887,0.09229,0.277223
85,2.045281,0.108904,0.32961999999999997
86,1.846958,0.072283,0.20768699999999998
87,1.5191569999999999,0.042919,0.11178800000000001
88,1.922794,0.08116799999999999,0.252727
89,2.0320169999999997,0.097024,0.296126
90,1.9615509999999998,0.099896,0.292125
91,1.985613,0.086897,0.281443
92,2.071128,0.09488400000000001,0.290952
93,1.98763,0.09009600000000001,0.23926399999999998
94,1.7150169999999998,0.05006,0.15174400000000002
95,2.051735,0.0971,0.303548
96,2.0376369999999997,0.08746699999999999,0.275647
97,1.971398,0.086388,0.25646399999999997
98,1.910004,0.086671,0.26949
99,1.874109,0.076269,0.21849000000000002
100,2.101095,0.090919,0.268859
101,2.164587,0.11076400000000002,0.373755
102,1.776244,0.078831,0.220158
103,2.010617,0.08978799999999999,0.25545
104,1.944641,0.093972,0.285875
105,1.856166,0.062678,0.182255
106,1.8748619999999998,0.060385,0.194705
107,1.940768,0.07416299999999999,0.2055
108,1.786252,0.067075,0.18625899999999998
109,1.917023,0.072135,0.231494
110,1.9114349999999998,0.075998,0.221261
111,1.956943,0.081299,0.22971100000000003
112,1.7557740000000002,0.054964,0.148424
113,1.845073,0.060435,0.191215
114,1.824756,0.05944,0.182728
115,1.9082290000000002,0.101651,0.303134
116,1.9594790000000002,0.072219,0.219241
117,1.8467099999999999,0.068777,0.175763
118,2.0365889999999998,0.093325,0.272897
119,2.2381889999999998,0.130708,0.41101499999999996
120,2.054232,0.09549400000000001,0.279445
121,2.161412,0.106326,0.318754
122,1.829924,0.0911,0.274542
123,1.995051,0.086155,0.23860599999999998
124,1.8496549999999998,0.085778,0.268402
125,1.91983,0.103564,0.308898
126,1.94655,0.083104,0.23885100000000004
127,1.769769,0.083254,0.235906
