,G1,G2a,G2b
0,2.02933,0.091645,0.282471
1,1.8831529999999999,0.080763,0.255364
2,1.974047,0.095113,0.27337100000000003
3,2.017113,0.09908,0.312716
4,1.8732220000000002,0.070717,0.209112
5,1.9595639999999999,0.073139,0.24014499999999997
6,1.817439,0.064594,0.180739
7,2.007517,0.089388,0.28615300000000005
8,2.046714,0.088699,0.27221100000000004
9,2.2027259999999997,0.116776,0.343876
10,2.000154,0.089827,0.24115599999999998
11,2.187215,0.134561,0.395185
12,1.8252169999999999,0.069122,0.186105
13,2.075856,0.099476,0.295004
14,2.053451,0.10619100000000001,0.28075100000000003
15,1.692175,0.06147999999999999,0.189027
16,1.858393,0.081111,0.25191199999999997
17,1.951234,0.079842,0.229917
18,2.072507,0.100077,0.324921
19,2.0231209999999997,0.088759,0.24555900000000003
20,1.996318,0.07762100000000001,0.22770500000000002
21,1.903502,0.06788,0.209689
22,2.0159569999999998,0.10259800000000001,0.31900500000000004
23,1.834864,0.061362,0.181429
24,2.078071,0.11358199999999999,0.32656999999999997
25,1.831264,0.078599,0.22728299999999999
26,1.895847,0.087341,0.23861100000000002
27,2.0114509999999997,0.08357300000000001,0.243979
28,1.8639869999999998,0.076668,0.214635
29,1.771654,0.06411,0.180701
30,1.771225,0.046779,0.140317
31,1.895963,0.083481,0.255564
32,1.9120080000000002,0.088293,0.265248
33,1.828625,0.065357,0.17165899999999998
34,2.001362,0.075454,0.22264099999999998
35,1.904382,0.073046,0.218085
36,2.043907,0.08012999999999999,0.25504
37,2.061338,0.103538,0.300095
38,1.9027599999999998,0.06916,0.218239
39,1.9041919999999999,0.07989500000000001,0.24049299999999998
40,1.911904,0.076997,0.23773699999999998
41,2.024286,0.082761,0.252707
42,1.9222259999999998,0.076938,0.2362
43,1.521426,0.040897,0.125612
44,1.998775,0.081676,0.24831599999999998
45,2.083788,0.10472000000000001,0.31705700000000003
46,1.9550470000000002,0.079946,0.235448
47,2.031376,0.10232000000000001,0.315267
48,1.906033,0.066187,0.196495
49,1.91028,0.074789,0.21293099999999998
50,1.654895,0.045916000000000005,0.1355
51,1.7272060000000002,0.054983000000000004,0.15581099999999998
52,1.8317130000000001,0.076206,0.22178
53,2.017117,0.09641799999999999,0.283636
54,1.782903,0.060559,0.178117
55,1.807998,0.067126,0.206265
56,1.917845,0.089073,0.254517
57,2.107682,0.11590299999999999,0.337082
58,1.986278,0.088781,0.285384
59,1.8669950000000002,0.056602,0.16791
60,2.029887,0.098517,0.292609
61,2.0410060000000003,0.091784,0.283405
62,1.831504,0.07094,0.219842
63,2.085956,0.110635,0.343343
64,2.053082,0.08858400000000001,0.243784
65,2.018817,0.097192,0.290215
66,1.614298,0.064786,0.184937
67,1.767518,0.053716999999999994,0.146655
68,1.9486439999999998,0.088261,0.27205300000000004
69,2.034303,0.100577,0.294717
70,1.98607,0.075474,0.24976500000000001
71,1.8887639999999999,0.069245,0.220363
72,2.204939,0.137131,0.401251
73,1.8182189999999998,0.081179,0.21941300000000002
74,1.5340479999999999,0.04755,0.13900099999999999
75,1.730516,0.062638,0.193822
76,2.10454,0.133739,0.40163699999999997
77,2.030215,0.094015,0.26600799999999997
78,1.9080110000000001,0.084836,0.247941
79,1.834927,0.064432,0.18468299999999999
80,1.98534,0.101734,0.304419
81,1.8450819999999999,0.075947,0.212367
82,1.645937,0.055609000000000006,0.16623800000000002
83,1.923382,0.090357,0.272282
84,2.045425,0.081576,0.277733
85,2.066536,0.11174500000000001,0.308956
86,2.040189,0.089701,0.288783
87,1.9137549999999999,0.080552,0.26413200000000003
88,1.887618,0.077336,0.22112800000000002
89,1.9918240000000003,0.082553,0.250283
90,1.9593779999999998,0.075293,0.222325
91,1.914532,0.10813699999999998,0.314641
92,1.967857,0.079824,0.252713
93,2.074236,0.099233,0.280578
94,1.944131,0.09263099999999999,0.276432
95,1.961715,0.076777,0.220131
96,2.144573,0.112827,0.325383
97,1.999413,0.088997,0.273352
98,1.9816049999999998,0.08741399999999999,0.266882
99,1.8424209999999999,0.069474,0.204625
100,1.865676,0.074754,0.222365
101,1.7888259999999998,0.065582,0.202522
102,1.7220970000000002,0.043970999999999996,0.13106700000000002
103,1.743437,0.065355,0.177814
104,1.872307,0.091396,0.26410500000000003
105,1.913657,0.065237,0.200248
106,1.842854,0.077666,0.240858
107,1.963118,0.069013,0.197402
108,1.956159,0.082832,0.237227
109,1.983575,0.110332,0.34230900000000003
110,1.836275,0.069701,0.21032199999999998
111,1.9345569999999999,0.06471,0.182476
112,1.633775,0.069553,0.202423
113,1.7382009999999999,0.090477,0.267435
114,2.087015,0.092501,0.287024
115,1.937821,0.071552,0.23494299999999999
116,1.7165650000000001,0.06399500000000001,0.16609100000000002
117,1.8195759999999999,0.062872,0.197898
118,1.868328,0.067075,0.198933
119,1.915241,0.073621,0.198247
120,2.05363,0.077402,0.227787
121,1.940939,0.063697,0.17743399999999998
122,2.03704,0.094234,0.28081799999999996
123,1.6787990000000002,0.082666,0.23000700000000002
124,1.7381849999999999,0.050275,0.154656
125,1.8164069999999999,0.052673000000000005,0.14598699999999998
126,1.769467,0.050424000000000004,0.170745
127,2.149405,0.099297,0.305888
