,G1,G2a,G2b
0,1.903225,0.06793400000000001,0.23148600000000003
1,2.014281,0.099368,0.259492
2,1.931648,0.095915,0.281563
3,2.126647,0.114169,0.362629
4,1.994773,0.11154700000000001,0.34934
5,2.022714,0.08848500000000001,0.261775
6,1.880554,0.095073,0.295467
7,1.544231,0.044967,0.12336
8,1.927618,0.073067,0.229163
9,1.9081110000000001,0.089173,0.266917
10,1.846223,0.07069299999999999,0.203327
11,1.9094830000000003,0.075215,0.225608
12,2.034996,0.087676,0.27131
13,1.9143970000000001,0.086879,0.25346399999999997
14,1.955007,0.091931,0.271953
15,2.130354,0.11584000000000001,0.35092399999999996
16,1.925568,0.089602,0.269739
17,2.000416,0.10816500000000001,0.3298
18,1.969925,0.092956,0.297076
19,1.876718,0.082229,0.246838
20,1.893386,0.095242,0.279574
21,1.99531,0.089138,0.25739
22,2.072289,0.104468,0.29651900000000003
23,2.028013,0.09912,0.28576599999999996
24,1.820658,0.05684500000000001,0.183447
25,2.0989240000000002,0.11203900000000001,0.327556
26,2.073714,0.11430599999999999,0.34078400000000003
27,2.0571509999999997,0.108021,0.327613
28,1.7753130000000001,0.089613,0.23978200000000002
29,2.101214,0.113221,0.340706
30,2.130088,0.11518699999999998,0.336312
31,1.934807,0.07906200000000001,0.23084000000000002
32,2.008945,0.077194,0.215292
33,2.026481,0.09109199999999999,0.290799
34,1.779277,0.08358099999999999,0.252575
35,1.9780119999999999,0.098173,0.277227
36,1.9975209999999999,0.089894,0.25575
37,1.9490029999999998,0.085878,0.265288
38,1.98363,0.08404299999999999,0.260748
39,1.7739479999999999,0.064954,0.20289300000000002
40,1.969066,0.08068600000000001,0.201941
41,1.8874520000000001,0.067726,0.202149
42,2.071597,0.102494,0.325453
43,2.0585709999999997,0.101906,0.300625
44,2.079673,0.104245,0.30478099999999997
45,1.829366,0.074197,0.22569899999999998
46,1.8950049999999998,0.066499,0.18448299999999998
47,1.922843,0.080617,0.23733200000000002
48,1.943613,0.066804,0.207497
49,2.0697349999999997,0.09260399999999999,0.279445
50,2.115278,0.104496,0.33623000000000003
51,2.061408,0.094032,0.277491
52,1.967777,0.07595199999999999,0.218939
53,2.049531,0.104673,0.293903
54,2.054481,0.102717,0.287145
55,2.230657,0.121181,0.375324
56,2.0494380000000003,0.085743,0.25648699999999997
57,1.8718860000000002,0.075329,0.225931
58,2.078822,0.08668,0.28029699999999996
59,2.057614,0.105932,0.30449499999999996
60,1.904059,0.078164,0.213144
61,1.7516610000000001,0.056961000000000005,0.15427000000000002
62,1.930335,0.094167,0.28026999999999996
63,1.882579,0.081595,0.244966
64,1.932506,0.09253099999999999,0.26321300000000003
65,1.8754520000000001,0.080091,0.239997
66,1.913096,0.08157400000000001,0.239423
67,1.9294419999999999,0.077197,0.196884
68,1.991212,0.08371,0.258331
69,1.7249830000000002,0.054354,0.16358399999999998
70,1.71964,0.057611,0.175612
71,1.9777419999999999,0.08003099999999999,0.23863800000000002
72,1.8721240000000001,0.06337000000000001,0.192935
73,1.8132110000000001,0.065222,0.18800999999999998
74,1.890251,0.073796,0.22358899999999998
75,2.085115,0.097028,0.274841
76,1.738993,0.057749,0.149508
77,1.85927,0.077184,0.250587
78,1.946163,0.08619600000000001,0.275086
79,2.04225,0.093291,0.280147
80,1.762875,0.050617,0.159715
81,1.697748,0.048798,0.132327
82,1.938494,0.073503,0.21804400000000002
83,1.804293,0.066025,0.20083299999999998
84,1.8941029999999999,0.074213,0.220565
85,1.8899990000000002,0.092282,0.27703099999999997
86,1.8987319999999999,0.090321,0.273503
87,1.740882,0.062545,0.195161
88,1.7309580000000002,0.076776,0.220327
89,1.9187020000000001,0.082204,0.24291500000000002
90,2.159664,0.120782,0.36987600000000004
91,1.5817729999999999,0.048349,0.139236
92,1.9090349999999998,0.076477,0.251794
93,1.672202,0.05148099999999999,0.159898
94,1.613035,0.039143,0.107404
95,1.83107,0.06571,0.199105
96,1.9202740000000003,0.072144,0.196002
97,1.98185,0.080732,0.23616900000000002
98,1.7124119999999998,0.049131,0.15168800000000002
99,2.115561,0.10173,0.317302
100,1.966346,0.085492,0.236357
101,1.9453150000000001,0.07001900000000001,0.22674699999999998
102,1.975432,0.07400599999999999,0.212546
103,1.8398299999999999,0.074214,0.21157199999999998
104,1.873002,0.08113,0.254851
105,1.8038880000000002,0.075624,0.196771
106,1.855217,0.08772100000000001,0.261062
107,2.096357,0.10674700000000001,0.31851999999999997
108,1.7642529999999998,0.070204,0.218414
109,1.8404619999999998,0.07393200000000001,0.21078200000000002
110,2.099406,0.096193,0.306005
111,2.044219,0.088232,0.26829000000000003
112,1.857387,0.08988600000000001,0.264818
113,2.08046,0.09857,0.301178
114,2.1196900000000003,0.10458900000000002,0.303912
115,1.9000810000000001,0.063613,0.187838
116,2.035603,0.087423,0.257342
117,2.0253080000000003,0.10706500000000001,0.303684
118,2.045125,0.096707,0.286175
119,2.0954639999999998,0.09612899999999999,0.297757
120,1.8849169999999997,0.079287,0.227541
121,1.966459,0.080859,0.253212
122,1.832739,0.059926,0.177423
123,1.9442259999999998,0.078011,0.22964099999999998
124,2.147859,0.106458,0.32044
125,2.0445450000000003,0.098241,0.279057
126,2.135607,0.111951,0.351565
127,2.034569,0.101579,0.306381
